image_index,class_index,class_name,simple_prompt,complex_prompt
22725,7,horse,a jpeg corrupted photo of a horse.,a bad photo of a fast horse.
22726,2,bird,a jpeg corrupted photo of a bird.,a photo of a fast bird.
22727,4,deer,a black and white photo of the deer.,a pixelated photo of the colorful deer.
22728,2,bird,a black and white photo of the bird.,a blurry photo of a big bird.
22729,2,bird,a black and white photo of the bird.,a jpeg corrupted photo of a modern bird.
22730,7,horse,a bad photo of a horse.,a cropped photo of a modern horse.
22731,5,dog,a blurry photo of a dog.,a cropped photo of a strange dog.
22732,2,bird,a close-up photo of a bird.,a bad photo of a colorful bird.
22733,2,bird,a blurry photo of a bird.,a cropped photo of a small bird.
22734,2,bird,a black and white photo of the bird.,a photo of a modern bird.
22735,6,frog,a low resolution photo of a frog.,a close-up photo of a cute frog.
22736,8,ship,a bad photo of a ship.,a photo of a cute ship.
22737,5,dog,a pixelated photo of the dog.,a small photo of the fast dog.
22738,2,bird,a low resolution photo of a bird.,a bad photo of a modern bird.
22739,7,horse,a rendition of a horse.,a small photo of the fast horse.
22740,4,deer,a close-up photo of a deer.,a low resolution photo of a strange deer.
22741,7,horse,a black and white photo of the horse.,a small photo of the modern horse.
22742,5,dog,a cropped photo of a dog.,a low resolution photo of a modern dog.
22743,4,deer,a blurry photo of a deer.,a cropped photo of a cute deer.
22744,4,deer,a blurry photo of a deer.,a small photo of the cute deer.
22745,1,automobile,a rendition of a automobile.,a cropped photo of a big automobile.
22746,6,frog,a pixelated photo of the frog.,a blurry photo of a small frog.
22747,1,automobile,a bad photo of a automobile.,a bad photo of a modern automobile.
22748,3,cat,a jpeg corrupted photo of a cat.,a bad photo of a old cat.
22749,4,deer,a bad photo of a deer.,a rendition of a realistic deer.
22750,4,deer,a bad photo of a deer.,a black and white photo of the colorful deer.
22751,8,ship,a blurry photo of a ship.,a rendition of a modern ship.
22752,6,frog,a blurry photo of a frog.,a close-up photo of a big frog.
22753,9,truck,a cropped photo of a truck.,a pixelated photo of the strange truck.
22754,1,automobile,a low resolution photo of a automobile.,a bright photo of a big automobile.
22755,2,bird,a photo of a bird.,a blurry photo of a old bird.
22756,9,truck,a bad photo of a truck.,a jpeg corrupted photo of a fast truck.
22757,5,dog,a small photo of the dog.,a blurry photo of a modern dog.
22758,8,ship,a cropped photo of a ship.,a pixelated photo of the fast ship.
22759,3,cat,a photo of a cat.,a close-up photo of a cute cat.
22760,8,ship,a rendition of a ship.,a close-up photo of a realistic ship.
22761,3,cat,a cropped photo of a cat.,a blurry photo of a small cat.
22762,1,automobile,a close-up photo of a automobile.,a small photo of the colorful automobile.
22763,1,automobile,a cropped photo of a automobile.,a small photo of the strange automobile.
22764,6,frog,a close-up photo of a frog.,a jpeg corrupted photo of a cute frog.
22765,4,deer,a jpeg corrupted photo of a deer.,a cropped photo of a strange deer.
22766,5,dog,a bright photo of a dog.,a bright photo of a strange dog.
22767,6,frog,a pixelated photo of the frog.,a small photo of the small frog.
22768,3,cat,a blurry photo of a cat.,a jpeg corrupted photo of a old cat.
22769,0,airplane,a jpeg corrupted photo of a airplane.,a pixelated photo of the cute airplane.
22770,2,bird,a rendition of a bird.,a low resolution photo of a cute bird.
22771,5,dog,a photo of a dog.,a cropped photo of a colorful dog.
22772,7,horse,a bad photo of a horse.,a low resolution photo of a small horse.
22773,0,airplane,a cropped photo of a airplane.,a photo of a colorful airplane.
22774,8,ship,a cropped photo of a ship.,a low resolution photo of a small ship.
22775,5,dog,a cropped photo of a dog.,a bad photo of a strange dog.
22776,8,ship,a photo of a ship.,a bad photo of a big ship.
22777,0,airplane,a pixelated photo of the airplane.,a jpeg corrupted photo of a modern airplane.
22778,3,cat,a photo of a cat.,a jpeg corrupted photo of a cute cat.
22779,5,dog,a jpeg corrupted photo of a dog.,a black and white photo of the big dog.
22780,2,bird,a bright photo of a bird.,a close-up photo of a noisy bird.
22781,2,bird,a rendition of a bird.,a small photo of the noisy bird.
22782,7,horse,a black and white photo of the horse.,a jpeg corrupted photo of a old horse.
22783,4,deer,a small photo of the deer.,a bad photo of a small deer.
22784,8,ship,a cropped photo of a ship.,a black and white photo of the colorful ship.
22785,6,frog,a bright photo of a frog.,a photo of a big frog.
22786,6,frog,a blurry photo of a frog.,a blurry photo of a realistic frog.
22787,6,frog,a black and white photo of the frog.,a rendition of a fast frog.
22788,1,automobile,a photo of a automobile.,a bad photo of a strange automobile.
22789,7,horse,a blurry photo of a horse.,a rendition of a cute horse.
22790,1,automobile,a pixelated photo of the automobile.,a small photo of the colorful automobile.
22791,8,ship,a bad photo of a ship.,a pixelated photo of the colorful ship.
22792,7,horse,a black and white photo of the horse.,a jpeg corrupted photo of a cute horse.
22793,3,cat,a jpeg corrupted photo of a cat.,a jpeg corrupted photo of a cute cat.
22794,3,cat,a black and white photo of the cat.,a bright photo of a cute cat.
22795,6,frog,a black and white photo of the frog.,a photo of a strange frog.
22796,0,airplane,a low resolution photo of a airplane.,a small photo of the small airplane.
22797,2,bird,a black and white photo of the bird.,a black and white photo of the big bird.
22798,4,deer,a pixelated photo of the deer.,a small photo of the modern deer.
22799,0,airplane,a low resolution photo of a airplane.,a black and white photo of the strange airplane.
22800,0,airplane,a photo of a airplane.,a bright photo of a cute airplane.
22801,6,frog,a low resolution photo of a frog.,a pixelated photo of the big frog.
22802,9,truck,a low resolution photo of a truck.,a close-up photo of a realistic truck.
22803,2,bird,a photo of a bird.,a cropped photo of a small bird.
22804,6,frog,a rendition of a frog.,a low resolution photo of a strange frog.
22805,9,truck,a jpeg corrupted photo of a truck.,a black and white photo of the fast truck.
22806,7,horse,a blurry photo of a horse.,a cropped photo of a big horse.
22807,9,truck,a pixelated photo of the truck.,a low resolution photo of a noisy truck.
22808,2,bird,a bad photo of a bird.,a jpeg corrupted photo of a noisy bird.
22809,3,cat,a jpeg corrupted photo of a cat.,a black and white photo of the old cat.
22810,2,bird,a cropped photo of a bird.,a bad photo of a small bird.
22811,8,ship,a black and white photo of the ship.,a rendition of a old ship.
22812,7,horse,a pixelated photo of the horse.,a cropped photo of a small horse.
22813,8,ship,a cropped photo of a ship.,a cropped photo of a noisy ship.
22814,5,dog,a photo of a dog.,a jpeg corrupted photo of a small dog.
22815,9,truck,a pixelated photo of the truck.,a cropped photo of a modern truck.
22816,1,automobile,a black and white photo of the automobile.,a pixelated photo of the noisy automobile.
22817,1,automobile,a photo of a automobile.,a pixelated photo of the fast automobile.
22818,1,automobile,a pixelated photo of the automobile.,a blurry photo of a small automobile.
22819,5,dog,a bright photo of a dog.,a rendition of a modern dog.
22820,4,deer,a rendition of a deer.,a bright photo of a small deer.
22821,7,horse,a black and white photo of the horse.,a rendition of a strange horse.
22822,1,automobile,a rendition of a automobile.,a cropped photo of a strange automobile.
22823,4,deer,a black and white photo of the deer.,a cropped photo of a realistic deer.
22824,1,automobile,a small photo of the automobile.,a bad photo of a realistic automobile.
22825,4,deer,a photo of a deer.,a black and white photo of the modern deer.
22826,3,cat,a blurry photo of a cat.,a close-up photo of a colorful cat.
22827,8,ship,a low resolution photo of a ship.,a pixelated photo of the old ship.
22828,6,frog,a blurry photo of a frog.,a cropped photo of a realistic frog.
22829,1,automobile,a bad photo of a automobile.,a blurry photo of a fast automobile.
22830,5,dog,a rendition of a dog.,a blurry photo of a modern dog.
22831,2,bird,a blurry photo of a bird.,a jpeg corrupted photo of a strange bird.
22832,3,cat,a black and white photo of the cat.,a blurry photo of a modern cat.
22833,1,automobile,a blurry photo of a automobile.,a bad photo of a small automobile.
22834,5,dog,a low resolution photo of a dog.,a bright photo of a colorful dog.
22835,2,bird,a bad photo of a bird.,a black and white photo of the realistic bird.
22836,6,frog,a photo of a frog.,a black and white photo of the big frog.
22837,4,deer,a jpeg corrupted photo of a deer.,a jpeg corrupted photo of a old deer.
22838,4,deer,a cropped photo of a deer.,a black and white photo of the noisy deer.
22839,6,frog,a pixelated photo of the frog.,a bad photo of a realistic frog.
22840,5,dog,a small photo of the dog.,a rendition of a small dog.
22841,2,bird,a black and white photo of the bird.,a jpeg corrupted photo of a strange bird.
22842,3,cat,a close-up photo of a cat.,a photo of a fast cat.
22843,2,bird,a close-up photo of a bird.,a bright photo of a fast bird.
22844,0,airplane,a close-up photo of a airplane.,a pixelated photo of the modern airplane.
22845,2,bird,a close-up photo of a bird.,a close-up photo of a big bird.
22846,7,horse,a low resolution photo of a horse.,a black and white photo of the old horse.
22847,0,airplane,a bright photo of a airplane.,a bad photo of a big airplane.
22848,5,dog,a jpeg corrupted photo of a dog.,a bright photo of a old dog.
22849,8,ship,a bad photo of a ship.,a close-up photo of a modern ship.
22850,3,cat,a bad photo of a cat.,a jpeg corrupted photo of a old cat.
22851,3,cat,a bright photo of a cat.,a cropped photo of a fast cat.
22852,7,horse,a blurry photo of a horse.,a jpeg corrupted photo of a noisy horse.
22853,5,dog,a bad photo of a dog.,a photo of a colorful dog.
22854,7,horse,a close-up photo of a horse.,a cropped photo of a small horse.
22855,3,cat,a rendition of a cat.,a black and white photo of the strange cat.
22856,9,truck,a low resolution photo of a truck.,a photo of a big truck.
22857,4,deer,a small photo of the deer.,a small photo of the big deer.
22858,0,airplane,a small photo of the airplane.,a rendition of a cute airplane.
22859,1,automobile,a small photo of the automobile.,a close-up photo of a old automobile.
22860,6,frog,a pixelated photo of the frog.,a pixelated photo of the noisy frog.
22861,3,cat,a jpeg corrupted photo of a cat.,a bad photo of a big cat.
22862,8,ship,a rendition of a ship.,a photo of a strange ship.
22863,6,frog,a blurry photo of a frog.,a pixelated photo of the strange frog.
22864,2,bird,a blurry photo of a bird.,a blurry photo of a fast bird.
22865,3,cat,a blurry photo of a cat.,a bright photo of a realistic cat.
22866,3,cat,a rendition of a cat.,a bad photo of a modern cat.
22867,1,automobile,a jpeg corrupted photo of a automobile.,a blurry photo of a fast automobile.
22868,3,cat,a bad photo of a cat.,a jpeg corrupted photo of a realistic cat.
22869,2,bird,a low resolution photo of a bird.,a blurry photo of a realistic bird.
22870,5,dog,a photo of a dog.,a black and white photo of the fast dog.
22871,7,horse,a rendition of a horse.,a bad photo of a big horse.
22872,6,frog,a blurry photo of a frog.,a blurry photo of a realistic frog.
22873,0,airplane,a pixelated photo of the airplane.,a rendition of a small airplane.
22874,2,bird,a cropped photo of a bird.,a close-up photo of a cute bird.
22875,0,airplane,a blurry photo of a airplane.,a cropped photo of a modern airplane.
22876,5,dog,a bad photo of a dog.,a bad photo of a old dog.
22877,2,bird,a pixelated photo of the bird.,a rendition of a old bird.
22878,6,frog,a small photo of the frog.,a close-up photo of a big frog.
22879,5,dog,a blurry photo of a dog.,a cropped photo of a strange dog.
22880,9,truck,a bad photo of a truck.,a photo of a strange truck.
22881,0,airplane,a rendition of a airplane.,a small photo of the realistic airplane.
22882,1,automobile,a bright photo of a automobile.,a bad photo of a cute automobile.
22883,7,horse,a photo of a horse.,a small photo of the small horse.
22884,1,automobile,a low resolution photo of a automobile.,a cropped photo of a big automobile.
22885,6,frog,a photo of a frog.,a jpeg corrupted photo of a old frog.
22886,4,deer,a black and white photo of the deer.,a low resolution photo of a fast deer.
22887,7,horse,a rendition of a horse.,a bad photo of a old horse.
22888,8,ship,a black and white photo of the ship.,a photo of a small ship.
22889,6,frog,a cropped photo of a frog.,a pixelated photo of the strange frog.
22890,5,dog,a rendition of a dog.,a black and white photo of the modern dog.
22891,3,cat,a pixelated photo of the cat.,a bad photo of a noisy cat.
22892,7,horse,a rendition of a horse.,a low resolution photo of a old horse.
22893,5,dog,a pixelated photo of the dog.,a photo of a cute dog.
22894,7,horse,a low resolution photo of a horse.,a blurry photo of a big horse.
